47+;0;69,128615554079;34,9608972903625;0;0.000000000000
47+;1;79,12731395046;43,4016096051884;3406;1.000000000000
42-47;1;78,9582156579579;42,8453324279057;1366;1.000000000000
42-47;0;68,8650668906524;34,6877939849302;0;0.000000000000
37-42;0;69,2730236335453;34,7866286214761;0;0.000000000000
37-42;1;78,7438056378986;42,7827383112105;1292;1.000000000000
32-37;0;69,0833867592267;34,9283081111582;0;0.000000000000
32-37;1;78,9223869725415;43,3172560721434;1270;1.000000000000
27-32;0;69,0660625519189;34,6926072462902;0;0.000000000000
27-32;1;78,5646558089838;43,7613468946663;1341;1.000000000000
22-27;1;79,0435936835602;43,7419540151675;1325;1.000000000000
22-27;0;69,2516701937833;34,7385445991028;0;0.000000000000
